NAMES,,SUB-NAMES,,dcterms:spatial,,dcterms:date,,Audio,,3D Artifact,3D Artifact Citation,,art:url. (USC),Image File Name (USC),art:url. (UA),,Image File Name UA,,,,,Text
FN-15A,,FN-15A1,,"31.560444, -91.403171",,,,https://soundcloud.com/decodingdiaspora/ep15-facts-about-the-negro,,"PapaGolfDesigns. May 21, 2017. “Wooden Barrel Model K…” UltiMaker Thingiverse. https://www.thingiverse.com/thing:2335716 Used under CC By-NC-SA 4.0 Deed.",https://www.thingiverse.com/thing:2335716,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-15a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-15A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-15a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-15A.jpg,,,,,"Superwoman!? Annie Christmas She was said to be 6ft. 8 inches tall, weighted over 200, wore a mustache and could carry a barrel of flour in each hand and another balanced on her head. She was a terror to men and wore a necklace of eyes, noses, and ears of men she had beaten in fights. She once towed a keel-boat from Natchez to New Orleans on the run. When she died she was towed out to sea by her twelve black sons, none of whom were ever heard from again.?"
FN-15A,,FN-15A2,,"30.001667, -90.102781",,,,https://soundcloud.com/decodingdiaspora/ep15-facts-about-the-negro,,"PapaGolfDesigns. May 21, 2017. “Wooden Barrel Model K…” UltiMaker Thingiverse. https://www.thingiverse.com/thing:2335716 Used under CC By-NC-SA 4.0 Deed.",https://www.thingiverse.com/thing:2335716,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-15a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-15A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-15a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-15A.jpg,,,,,
FN-15C,,FN-15C1,,"53.801277, -1.548567",,1852,,https://soundcloud.com/decodingdiaspora/ep15-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-15c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-15C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-15c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-15C.jpg,,,,,"Peter Ogden Founder, Grand United Order of Odd Fellows 1843 refused by white American Lodge, he applied to the mother lodge in Leeds, England and received an independent dispensation. Set up lodges all over he United States getting thousands of members. Mr. Ogden died in 1852.?"
FN-15C,,FN-15C2,,"38.900497, -77.017507",,1843,,https://soundcloud.com/decodingdiaspora/ep15-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-15c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-15C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-15c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-15C.jpg,,,,,"Peter Ogden Founder, Grand United Order of Odd Fellows 1843 refused by white American Lodge, he applied to the mother lodge in Leeds, England and received an independent dispensation. Set up lodges all over he United States getting thousands of members. Mr. Ogden died in 1852.?"
FN-15D,,FN-15D1,,"38.900497, -77.027507",,1917,,https://soundcloud.com/decodingdiaspora/ep15-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-15d,https://scalar.usc.edu/works/decoding-diaspora/media/FN-15D.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-15d,,https://decodingdiaspora.org/decoding-diaspora/media/FN-15D.jpg,,,,,"Certain Negro leaders and white southern politicians before the Civil War, both opposed sending Negroes back to Africa but for opposite reasons. The Negros said “We helped build America from the start. It is our home by every right.” The politicians said “if we let the Africans go, we’ll lose the vote we’re entitled to on their account.” A similar desire made the politicians oppose the Great Negro Migration of 1917.?"
FN-16A,,FN-16A1,,"-0.803689, 11.609443",,1849-1876,,https://soundcloud.com/decodingdiaspora/ep16-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-16a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-16A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-16a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-16A.jpg,,,,,"King Denis Of the Gaboon, Rich West African Territory, was one of the most highly honored of Africana rulers. France took his kingdom in 1849 but gave him a large sum annually, The Cross of the Legion of Honor, a crown, gorgeous robes, royal salutes and rich presents for his harem. The Pope sent him one of his highest decorations for protecting missionaries. He died in 1876.?"
FN-16C,,FN-16C1,,,,1889-1890,,https://soundcloud.com/decodingdiaspora/ep16-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-16c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-16C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-16c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-16C.jpg,,,,,"Corp. Isaiah Mays Company B, 24th Infantry, was awarded the Congressional Medal of Honor, America’s Highest Decoration, in 1890. While acting as guard for an Army paymaster on May 11 1889, four robbers surprised him and attacked him. He resisted in spite of guns aimed at him and in the shooting that followed killed two of the attackers.?"
FN-17A,,FN-17A1,,"33.589886, -7.603869",,,,https://soundcloud.com/decodingdiaspora/ep-17-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-17a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-17A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-17a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-17A.jpg,,,,,"Sidi Moulay Mohammed Ben Arafa  Recently retired ruler of Morocco. When the French deposed the present ruler, Mohammed V, he was made sultan. Sidi Moulay is to a great extent of the unmixed African stock that for centuries characterized the Moorish sultans. Of royal lineage, himself, it is said that he took the post to prevent further bloodshed and gladly relinquished it.?"
FN-17C,,FN-17C1,,"30.033333, 31.233332",,1500 BCE,,https://soundcloud.com/decodingdiaspora/ep-17-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-17c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-17C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-17c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-17C.jpg,,,,,"Head of Ahmosis Egyptian Pharaoh of about 1500 B.C. Founder of the “New Empire,” he defeated and drove out the Hyskos, or shepherd kings, who had invaded Egypt, supposedly from Asia. Invading southern Palestine, he captured the fortress of Sharuhen after a siege of three years. He immediately preceded the pharaohs of the 18th, most Negroid of the Egyptian dynasties.?"
FN-17C,,FN-17C2,,"31.898043, 35.204269",,,,https://soundcloud.com/decodingdiaspora/ep-17-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-17c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-17C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-17c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-17C.jpg,,,,,"Head of Ahmosis Egyptian Pharaoh of about 1500 B.C. Founder of the “New Empire,” he defeated and drove out the Hyskos, or shepherd kings, who had invaded Egypt, supposedly from Asia. Invading southern Palestine, he captured the fortress of Sharuhen after a siege of three years. He immediately preceded the pharaohs of the 18th, most Negroid of the Egyptian dynasties.?"
FN-17D,,FN-17D1,,"31.519408, -92.706803",,1873,,https://soundcloud.com/decodingdiaspora/ep-17-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-17d,https://scalar.usc.edu/works/decoding-diaspora/media/FN-17D.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-17d,,https://decodingdiaspora.org/decoding-diaspora/media/FN-17D.jpg,,,,,"Captain William Ward Of Grant Parrish, Louisiana, a Negro of the Louisian Legislature, gathering the Negroes of his parrish, let them in an attack on the Ku Klux Klan, April 13, 1873. The Negros, fighting with cannon they made themselves, routed a stronger force of the white-shirted night riders.?"
FN-18A,,FN-18A1,,"9.036, 38.7623",,,,https://soundcloud.com/decodingdiaspora/ep18-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-18a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-18A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-18a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-18A.jpg,,,,,"The Nile Ancient Bridge over in the Blue Nile in Ethiopia Longest river in the world (4.,160 miles) is also the most historic. Along its banks are the world’s oldest civilizations----the empires of Ethiopia and Egypt, which held domination of the Western world for over 4000 years. More and more it is being discovered that civilization came down, not up the Nile; that Europe was in savagery when the great pyramid was build 3730 BC.?"
FN-18A,,FN-18A2,,"30.033333, 31.243332",,3730 BCE,,https://soundcloud.com/decodingdiaspora/ep18-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-18a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-18A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-18a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-18A.jpg,,,,,"The Nile Ancient Bridge over in the Blue Nile in Ethiopia Longest river in the world (4.,160 miles) is also the most historic. Along its banks are the world’s oldest civilizations----the empires of Ethiopia and Egypt, which held domination of the Western world for over 4000 years. More and more it is being discovered that civilization came down, not up the Nile; that Europe was in savagery when the great pyramid was build 3730 BC.?"
FN-18C,,FN-18C1,,"30.033333, 31.253332",,670 BCE,,https://soundcloud.com/decodingdiaspora/ep18-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-18c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-18C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-18c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-18C.jpg,,,,,"Tirhaquah Egyptian pharaoh of about 670 B.C. son of Piankhi, King of Ethiopia, who conquered all Egypt in the eight century B.C. was a general in the army of his uncle, Sabacon, who succeeded Piankhi. Tirhaquah conquered Palestine and Assyria. He is mentioned in Isaiah, the Book of Kings, and elsewhere in the Bible (Original in Carlsberg, Glyptotek, Copenhagen)"
FN-18C,,FN-18C2,,"31.898043, 35.214269",,800-701 BCE,,https://soundcloud.com/decodingdiaspora/ep18-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-18c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-18C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-18c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-18C.jpg,,,,,"Tirhaquah Egyptian pharaoh of about 670 B.C. son of Piankhi, King of Ethiopia, who conquered all Egypt in the eight century B.C. was a general in the army of his uncle, Sabacon, who succeeded Piankhi. Tirhaquah conquered Palestine and Assyria. He is mentioned in Isaiah, the Book of Kings, and elsewhere in the Bible (Original in Carlsberg, Glyptotek, Copenhagen)"
FN-18C,,FN-18C3,,"34.533753, 43.503738",,,,https://soundcloud.com/decodingdiaspora/ep18-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-18c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-18C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-18c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-18C.jpg,,,,,"Tirhaquah Egyptian pharaoh of about 670 B.C. son of Piankhi, King of Ethiopia, who conquered all Egypt in the eight century B.C. was a general in the army of his uncle, Sabacon, who succeeded Piankhi. Tirhaquah conquered Palestine and Assyria. He is mentioned in Isaiah, the Book of Kings, and elsewhere in the Bible (Original in Carlsberg, Glyptotek, Copenhagen)"
FN-18C,,FN-18C4,,"55.661659, 12.516774",,,,https://soundcloud.com/decodingdiaspora/ep18-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-18c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-18C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-18c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-18C.jpg,,,,,"Tirhaquah Egyptian pharaoh of about 670 B.C. son of Piankhi, King of Ethiopia, who conquered all Egypt in the eight century B.C. was a general in the army of his uncle, Sabacon, who succeeded Piankhi. Tirhaquah conquered Palestine and Assyria. He is mentioned in Isaiah, the Book of Kings, and elsewhere in the Bible (Original in Carlsberg, Glyptotek, Copenhagen)"
FN-18C,,FN-18C5,,"55.661659, 12.516775",,,,https://soundcloud.com/decodingdiaspora/ep18-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-18c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-18C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-18c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-18C.jpg,,,,,"Tirhaquah Egyptian pharaoh of about 670 B.C. son of Piankhi, King of Ethiopia, who conquered all Egypt in the eight century B.C. was a general in the army of his uncle, Sabacon, who succeeded Piankhi. Tirhaquah conquered Palestine and Assyria. He is mentioned in Isaiah, the Book of Kings, and elsewhere in the Bible (Original in Carlsberg, Glyptotek, Copenhagen)"
FN-18C,,FN-18C6,,"55.859886, 12.560164",,,,https://soundcloud.com/decodingdiaspora/ep18-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-18c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-18C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-18c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-18C.jpg,,,,,"Tirhaquah Egyptian pharaoh of about 670 B.C. son of Piankhi, King of Ethiopia, who conquered all Egypt in the eight century B.C. was a general in the army of his uncle, Sabacon, who succeeded Piankhi. Tirhaquah conquered Palestine and Assyria. He is mentioned in Isaiah, the Book of Kings, and elsewhere in the Bible (Original in Carlsberg, Glyptotek, Copenhagen)"
FN-18D,,FN-18D1,,"44.944099, -123.040283",,"February 12, 1915",,https://soundcloud.com/decodingdiaspora/ep18-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-18d,https://scalar.usc.edu/works/decoding-diaspora/media/FN-18D.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-18d,,https://decodingdiaspora.org/decoding-diaspora/media/FN-18D.jpg,,,,,"Oregon abolished its “Black Law” on Fb. 12, 1985, which since its constitution had been written, barred Negroes, Mulattoes and later Chinese from voting. Oregon Law still forbids marriages between those having more than one fourth Negro strain and whites.?"
FN-19A,,FN-19A1,,"18.533333, -72.333336",,1785-1851,,https://soundcloud.com/decodingdiaspora/ep19-facts-about-the-negro,,,"	https://www.myminifactory.com/object/3d-print-john-james-audubon-69957",,https://scalar.usc.edu/works/decoding-diaspora/media/fn-19a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-19A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-19a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-19A.jpg,,,,,"John James Audubon 1785-1851 ?World-famed naturalist, and painter of birds. He is believed by many to have been of Negro ancestry. He was Haitian, illegitimate, and his mother’s name is found in a document of 1785 listing amounts paid to a physician for the treatment of Negro slaves. She and child are mentioned. Audubon was mysterious about his ancestry and used such names as Jean Rabin (his mother’s), Jean Fougere, and Jean La Forest. Became one of America’s famous citizens. Audubon Society is named for him.?"
FN-19C,,FN-19C1,,"13.073226, 80.260918",,1400-1301BCE,,https://soundcloud.com/decodingdiaspora/ep19-facts-about-the-negro,,"Octan0815. August 10, 2021. “Buddha head/Kopf.” UltiMaker Thingiverse. https://www.thingiverse.com/thing:4929505 Used under CC By 4.0 Deed.",https://www.thingiverse.com/thing:4929505,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-19c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-19C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-19c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-19C.jpg,,,,,"Buddha –From ancient buried civilization, Khmer, of Indo-China. Earliest Buddhas, who date back to the 14th century B.C., were first “saviors” of mankind. They were Indian and depicted as very black with wooly hair. Southern India and Asia were then inhabited chiefly by Negros.?"
FN-19C,,FN-19C2,,"31.224361, 121.46917",,,,https://soundcloud.com/decodingdiaspora/ep19-facts-about-the-negro,,"Octan0815. August 10, 2021. “Buddha head/Kopf.” UltiMaker Thingiverse. https://www.thingiverse.com/thing:4929505Used under CC By 4.0 Deed.",https://www.thingiverse.com/thing:4929505,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-19c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-19C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-19c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-19C.jpg,,,,,"Buddha –From ancient buried civilization, Khmer, of Indo-China. Earliest Buddhas, who date back to the 14th century B.C., were first “saviors” of mankind. They were Indian and depicted as very black with wooly hair. Southern India and Asia were then inhabited chiefly by Negros.?"
FN-19C,,FN-19C3,,"33.752491, 78.668243",,,,https://soundcloud.com/decodingdiaspora/ep19-facts-about-the-negro,,"Octan0815. August 10, 2021. “Buddha head/Kopf.” UltiMaker Thingiverse. https://www.thingiverse.com/thing:4929505Used under CC By 4.0 Deed.",https://www.thingiverse.com/thing:4929505,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-19c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-19C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-19c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-19C.jpg,,,,,"Buddha –From ancient buried civilization, Khmer, of Indo-China. Earliest Buddhas, who date back to the 14th century B.C., were first “saviors” of mankind. They were Indian and depicted as very black with wooly hair. Southern India and Asia were then inhabited chiefly by Negros.?"
FN-19D,,FN-19D1,,"0.347596, 32.58252",,,,https://soundcloud.com/decodingdiaspora/ep19-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-19d,https://scalar.usc.edu/works/decoding-diaspora/media/FN-19D.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-19d,,https://decodingdiaspora.org/decoding-diaspora/media/FN-19D.jpg,,,,,"Ham Mukasa Noted scholar and educator of Uganda, East Africa…Translated parts of the Four Gospels into native language and wrote a commentary on Saint Matthew that was highly praised by Bible scholars…Attended the coronation of Edward VII in 1902 and published his impressions of English life in a book that caused considerable stir in Africa and Britain…?"
FN-19D,,FN-19D2,,"51.507359, -0.156439",,1902,,https://soundcloud.com/decodingdiaspora/ep19-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-19d,https://scalar.usc.edu/works/decoding-diaspora/media/FN-19D.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-19d,,https://decodingdiaspora.org/decoding-diaspora/media/FN-19D.jpg,,,,,"Ham Mukasa Noted scholar and educator of Uganda, East Africa…Translated parts of the Four Gospels into native language and wrote a commentary on Saint Matthew that was highly praised by Bible scholars…Attended the coronation of Edward VII in 1902 and published his impressions of English life in a book that caused considerable stir in Africa and Britain…?"
FN-20A,,FN-20A1,,"-15.60915, 34.52282",,1962,,https://soundcloud.com/decodingdiaspora/ep20-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-20a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-20A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-20a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-20A.jpg,,,,,"Dr. Hastings Banda One of the foremost and most self-sacrificing of present leaders for the freedom of Africa. Native of Nyassa-Land, he walked the thousand miles to work in the South African diamond mines and earned enough to come to study in the USA. Graduate M.D. Univ. of Chicago. Post-Graduate course at Edinburgh, Scotland. Settled in London where he built up a prosperous practice for 12 years. Gave it up to return home and was promptly exiled. Free again, he now heads the Majority Congress Party for Independence. (1962)?"
FN-20A,,FN-20A2,,"41.881832, -87.623177",,,,https://soundcloud.com/decodingdiaspora/ep20-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-20a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-20A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-20a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-20A.jpg,,,,,"Dr. Hastings Banda One of the foremost and most self-sacrificing of present leaders for the freedom of Africa. Native of Nyassa-Land, he walked the thousand miles to work in the South African diamond mines and earned enough to come to study in the USA. Graduate M.D. Univ. of Chicago. Post-Graduate course at Edinburgh, Scotland. Settled in London where he built up a prosperous practice for 12 years. Gave it up to return home and was promptly exiled. Free again, he now heads the Majority Congress Party for Independence. (1962)?"
FN-20A,,FN-20A3,,"55.947388, -3.187194",,,,https://soundcloud.com/decodingdiaspora/ep20-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-20a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-20A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-20a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-20A.jpg,,,,,"Dr. Hastings Banda One of the foremost and most self-sacrificing of present leaders for the freedom of Africa. Native of Nyassa-Land, he walked the thousand miles to work in the South African diamond mines and earned enough to come to study in the USA. Graduate M.D. Univ. of Chicago. Post-Graduate course at Edinburgh, Scotland. Settled in London where he built up a prosperous practice for 12 years. Gave it up to return home and was promptly exiled. Free again, he now heads the Majority Congress Party for Independence. (1962)?"
FN-20A,,FN-20A4,,"51.507359, -0.166439",,,,https://soundcloud.com/decodingdiaspora/ep20-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-20a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-20A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-20a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-20A.jpg,,,,,"Dr. Hastings Banda One of the foremost and most self-sacrificing of present leaders for the freedom of Africa. Native of Nyassa-Land, he walked the thousand miles to work in the South African diamond mines and earned enough to come to study in the USA. Graduate M.D. Univ. of Chicago. Post-Graduate course at Edinburgh, Scotland. Settled in London where he built up a prosperous practice for 12 years. Gave it up to return home and was promptly exiled. Free again, he now heads the Majority Congress Party for Independence. (1962)?"
FN-20C,,FN-20C1,,"38.900497, -77.047507",,,,https://soundcloud.com/decodingdiaspora/ep20-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-20c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-20C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-20c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-20C.jpg,,,,,"The Declaration of Independence as originally written by Thomas Jefferson strongly condemned George III for the slave trad ---”For keeping open a market where men can be bought or sold.” This was stricken out. As it appeared it virtually said Negroes weren’t men, or even human beings.?"
FN-20D,,FN-20D1,,,,1959,,https://soundcloud.com/decodingdiaspora/ep20-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-20d,https://scalar.usc.edu/works/decoding-diaspora/media/FN-20D.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-20d,,https://decodingdiaspora.org/decoding-diaspora/media/FN-20D.jpg,,,,,"Negro Americans have been living longer than white Americans. In 1959, there were 768,000 white, 85 years. Of age and over; Negroes, 91, 000. At the ratio of 10 to 1 that would give Negroes 910,000. White women were 449,000. Negro ones, 50,000 or by ratio 500,000. Women live longer than men.?"
FN-21A,,FN-21A1,,"-1.940278, 29.873888",,,,https://soundcloud.com/decodingdiaspora/ep21-facts-about-the-negro,,,https://sketchfab.com/3d-models/crying-cow-sculpture-a22bcd457cce4ff58bfc21de4f0fba02,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-21a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-21A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-21a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-21A.jpg,,,,,"Most Famous Cows in the World – The sacred cattle of Ruanda, East Africa, They belong to the Watusi breed and have lyre-shaped horns with a spread of six feet. They are given magnificent care, decorated with hand-woven tassels and once a year brought before the king with great ceremony.?"
FN-21C,,FN-21C1,,"51.507359, -0.176439",,1651,,https://soundcloud.com/decodingdiaspora/ep21-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-21c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-21C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-21c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-21C.jpg,,,,,"In 1651, Charles II of England, then Prince of Wales, escaped to France from Cromwell’s forces by blacking his face and posing as a Negro. With him was his Negro page. The considerable number of Negroes, especially in London at that time, helped to allay suspicion. Charles, too, was quite dark and broad-featured.?"
FN-21C,,FN-21C2,,"51.481583, -3.17909",,,,https://soundcloud.com/decodingdiaspora/ep21-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-21c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-21C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-21c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-21C.jpg,,,,,"In 1651, Charles II of England, then Prince of Wales, escaped to France from Cromwell’s forces by blacking his face and posing as a Negro. With him was his Negro page. The considerable number of Negroes, especially in London at that time, helped to allay suspicion. Charles, too, was quite dark and broad-featured.?"
FN-21C,,FN-21C3,,"48.858093, 2.31469",,,,https://soundcloud.com/decodingdiaspora/ep21-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-21c,https://scalar.usc.edu/works/decoding-diaspora/media/FN-21C.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-21c,,https://decodingdiaspora.org/decoding-diaspora/media/FN-21C.jpg,,,,,"In 1651, Charles II of England, then Prince of Wales, escaped to France from Cromwell’s forces by blacking his face and posing as a Negro. With him was his Negro page. The considerable number of Negroes, especially in London at that time, helped to allay suspicion. Charles, too, was quite dark and broad-featured.?"
FN-21D,,FN-21D1,,"31.76904, 35.21631",,,,https://soundcloud.com/decodingdiaspora/ep21-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-21d,https://scalar.usc.edu/works/decoding-diaspora/media/FN-21D.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-21d,,https://decodingdiaspora.org/decoding-diaspora/media/FN-21D.jpg,,,,,"Eben-Melch – A Negro eunuch, high in the service of King Zedekiah of Jerusalem, freed the prophet Jeremiah from a filthy dungeon in which his political enemies had cast him. Restored him to the King’s favor.?"
FN-22A,,FN-22A1,,"6.465422, 3.416448",,1947,,https://soundcloud.com/decodingdiaspora/ep22-facts-about-the-negro,,,,,https://scalar.usc.edu/works/decoding-diaspora/media/fn-22a,https://scalar.usc.edu/works/decoding-diaspora/media/FN-22A.jpg,https://decodingdiaspora.org/decoding-diaspora/media/fn-22a,,https://decodingdiaspora.org/decoding-diaspora/media/FN-22A.jpg,,,,,"Samuel L. Manuwa – M.D., O.B.E., F.R.C.S. of West Africa. One of Britain’s ablest doctors and head of the medical services in Nigeria. Top student, King’s College, he is a graduate of Edinburgh University, where he took many honors, among them the Robert Watson chemistry prize; the Welcome prize; and university demonstrator in anatomy. Diploma in tropical medicine. Fellow of the Royal College of Physicians and Surgeons. Highly praised by the government for efficiency and devotion to his work. Decorated with the O.B.E for his services by George VI in 1947.?"
